id,text,category,mood,weight,source_type,nsfw_level,created_at
18436,всегда можно в лс общаться,telegram_chat,natural,1,telegram_chat_corpus,0,
18437,фантастика всякая типо поттера и сумерок,telegram_chat,natural,1,telegram_chat_corpus,0,
18438,с большим хвостиком,telegram_chat,natural,1,telegram_chat_corpus,0,
18439,. что такое фальшивое счастье?,telegram_chat,natural,1,telegram_chat_corpus,0,
18440,"могу только глазунью, надо яйца положить на раскаленную сковороду, а глаза сами вылезут",telegram_chat,natural,1,telegram_chat_corpus,0,
18441,"да, много",telegram_chat,natural,1,telegram_chat_corpus,0,
18442,тяжело ли работать в техподдержке интернет провайдера?,telegram_chat,natural,1,telegram_chat_corpus,0,
18443,я хоть и люблю футбол. но я считаю что любовь к девушке важнее чем футбол.,telegram_chat,natural,1,telegram_chat_corpus,0,
18444,"главное не чужими духами. и все ровно на вас, баб, ни чем не угодишь.",telegram_chat,natural,1,telegram_chat_corpus,0,
18445,"нет, зачем? у меня уже есть и с кем спать и кого любить",telegram_chat,natural,1,telegram_chat_corpus,0,
18446,девушки а насколько вы любите деньги?,telegram_chat,natural,1,telegram_chat_corpus,0,
18447,"а где сейчас можно в казино поиграть, чтобы быстро удвоиться?",telegram_chat,natural,1,telegram_chat_corpus,0,
18448,генам наплевать на женщин. они чебурашек ищут,telegram_chat,natural,1,telegram_chat_corpus,0,
18449,оо давно не встречала читающих людей,telegram_chat,natural,1,telegram_chat_corpus,0,
18450,"есть ли у вас хобби? если есть, то какое?",telegram_chat,natural,1,telegram_chat_corpus,0,
18451,программист машин,telegram_chat,natural,1,telegram_chat_corpus,0,
18452,принимаем сиськи показывай,telegram_chat,natural,1,telegram_chat_corpus,0,
18453,"то, что ее мифы якобы в точности отражают реальность.",telegram_chat,natural,1,telegram_chat_corpus,0,
18454,ты целуешься,telegram_chat,natural,1,telegram_chat_corpus,0,
18455,каждому свое. не всегда плохое. ду и уровни у власти бывают разные.,telegram_chat,natural,1,telegram_chat_corpus,0,
18456,"в общем, выходите или забаню",telegram_chat,natural,1,telegram_chat_corpus,0,
18457,это ужасно,telegram_chat,natural,1,telegram_chat_corpus,0,
18458,у каждого свои понятия,telegram_chat,natural,1,telegram_chat_corpus,0,
18459,не верю что тебя травка интересует,telegram_chat,natural,1,telegram_chat_corpus,0,
18460,кофе шоколад. бутер с колбасой. а вообще ужин лучше,telegram_chat,natural,1,telegram_chat_corpus,0,
18461,а вы что-нибудь знаете о футболе?,telegram_chat,natural,1,telegram_chat_corpus,0,
18462,причиняют зло всем,telegram_chat,natural,1,telegram_chat_corpus,0,
18463,"на мой взгляд проще навести корректировку внешности, чем мозгов",telegram_chat,natural,1,telegram_chat_corpus,0,
18464,а. он на савеловской,telegram_chat,natural,1,telegram_chat_corpus,0,
18465,"а представляешь, если человек ни разу в жизни не курил, то это просто деревянные крючки",telegram_chat,natural,1,telegram_chat_corpus,0,
18466,"можем, конечно, договориться, но ты не захочешь.",telegram_chat,natural,1,telegram_chat_corpus,0,
18467,"я тож не понял, может я сонный",telegram_chat,natural,1,telegram_chat_corpus,0,
18468,пристрелю. я и есть охрана,telegram_chat,natural,1,telegram_chat_corpus,0,
18469,"как обычно сладости конфеты, выпечка куличи, крашенные яйца.",telegram_chat,natural,1,telegram_chat_corpus,0,
18470,как сделать походы по женским магазинам увлекательными для мужчин?,telegram_chat,natural,1,telegram_chat_corpus,0,
18471,"благодарю всех за общение. удачи вам, и прощайте.",telegram_chat,natural,1,telegram_chat_corpus,0,
18472,"ну, знаешь, смотря какие сережки",telegram_chat,natural,1,telegram_chat_corpus,0,
18473,"да просто брать и качать. имея, конечно, нормальный антивирус.",telegram_chat,natural,1,telegram_chat_corpus,0,
18474,"любой травматик, как правило, огнестрельный. любой охотничий или специализированный магазин.",telegram_chat,natural,1,telegram_chat_corpus,0,
18475,"спим ночью, иногда днем сейчас как раз собираюсь это сделать.",telegram_chat,natural,1,telegram_chat_corpus,0,
18476,"девочки, что вы ночью выберите кексик или сексик?",telegram_chat,natural,1,telegram_chat_corpus,0,
18477,дешевле всего на рынке без гарантии. надежнее и недорого через интернет-магазины.,telegram_chat,natural,1,telegram_chat_corpus,0,
18478,предпочитаю давить своим весом,telegram_chat,natural,1,telegram_chat_corpus,0,
18479,не выгодно это и дорого. это только в развитых странах есть,telegram_chat,natural,1,telegram_chat_corpus,0,
18480,а как у меня поняла,telegram_chat,natural,1,telegram_chat_corpus,0,
18481,"мария отмена, не снимай страпон. у нас есть желающий.",telegram_chat,natural,1,telegram_chat_corpus,0,
18482,существуют ли призраки? паралельные миры? космос бесконечен?,telegram_chat,natural,1,telegram_chat_corpus,0,
18483,попасть компьютером в кабель,telegram_chat,natural,1,telegram_chat_corpus,0,
18484,"она не поможет от судорог, но снимет волнение, можно.",telegram_chat,natural,1,telegram_chat_corpus,0,
18485,"дьявол демон далеко, а я близко. и я гораздо хуже",telegram_chat,natural,1,telegram_chat_corpus,0,
18486,вот ты вечно цепляешься ко мне,telegram_chat,natural,1,telegram_chat_corpus,0,
18487,подскажите мне пожалуйста что такое омлет,telegram_chat,natural,1,telegram_chat_corpus,0,
18488,ну почему же нет. в швеции социализм.,telegram_chat,natural,1,telegram_chat_corpus,0,
18489,постараюсь найти для тебя,telegram_chat,natural,1,telegram_chat_corpus,0,
18490,с каких таких? по подробнее,telegram_chat,natural,1,telegram_chat_corpus,0,
18491,я думаю женщины едут в сек туры. турция египет мужчины в таиланд,telegram_chat,natural,1,telegram_chat_corpus,0,
18492,как приготовить тесто для слоек?,telegram_chat,natural,1,telegram_chat_corpus,0,
18493,так у них президент какой зато,telegram_chat,natural,1,telegram_chat_corpus,0,
18494,"да просто, познакомиться",telegram_chat,natural,1,telegram_chat_corpus,0,
18495,бери выше,telegram_chat,natural,1,telegram_chat_corpus,0,
18496,какое вино предпочитаете белое или красное? и почему?,telegram_chat,natural,1,telegram_chat_corpus,0,
18497,любите ли вы смотреть сериал универ на тнт?,telegram_chat,natural,1,telegram_chat_corpus,0,
18498,"а вообще, какой из сериалов про вампиров вам нравится?",telegram_chat,natural,1,telegram_chat_corpus,0,
18499,сок какой будешь?,telegram_chat,natural,1,telegram_chat_corpus,0,
18500,ну ты просто шурка,telegram_chat,natural,1,telegram_chat_corpus,0,
18501,что вы можете сделать тихо и с нежностью?,telegram_chat,natural,1,telegram_chat_corpus,0,
18502,"россияне, вы не нажрались еще капитализмом?",telegram_chat,natural,1,telegram_chat_corpus,0,
18503,что такое сми,telegram_chat,natural,1,telegram_chat_corpus,0,
18504,а придет время платить и определюсь что к чему. а пока. погрешу,telegram_chat,natural,1,telegram_chat_corpus,0,
18505,пирог не выйдет. а лепешки типо драников можно испечь,telegram_chat,natural,1,telegram_chat_corpus,0,
18506,"я женчина, а не посудомойка!",telegram_chat,natural,1,telegram_chat_corpus,0,
18507,смотря по какой причине. с чего ты взяла что тебя заблокировали? может это обычный вирус?,telegram_chat,natural,1,telegram_chat_corpus,0,
18508,как правильно в украину или на украину?,telegram_chat,natural,1,telegram_chat_corpus,0,
18509,"быстро сдался, друг",telegram_chat,natural,1,telegram_chat_corpus,0,
18510,несколько приемов у опытного психолога. ваш позитивный настрой на лечение и можно свернуть горы,telegram_chat,natural,1,telegram_chat_corpus,0,
18511,в этом и суть лего,telegram_chat,natural,1,telegram_chat_corpus,0,
18512,"когда как. все от ситуевины зависит. иногда логика, а иногда интуиция включается",telegram_chat,natural,1,telegram_chat_corpus,0,
18513,"без будильника, спокойно, никуда не торопясь и радуясь лучам солнца",telegram_chat,natural,1,telegram_chat_corpus,0,
18514,что сильнее любви?,telegram_chat,natural,1,telegram_chat_corpus,0,
18515,"лучший подарок это гости по утрам, которые вечером предупредили, что утром мед принесут",telegram_chat,natural,1,telegram_chat_corpus,0,
18516,з забота,telegram_chat,natural,1,telegram_chat_corpus,0,
18517,а почему грустная?,telegram_chat,natural,1,telegram_chat_corpus,0,
18518,может ли человек прожить без творчества?,telegram_chat,natural,1,telegram_chat_corpus,0,
18519,жирафы против. от специальных когтей электриков у них шерстка портится. блин.,telegram_chat,natural,1,telegram_chat_corpus,0,
18520,а как вы оцениваете перспективы тюленеводства? или может оленя завести?,telegram_chat,natural,1,telegram_chat_corpus,0,
18521,"что делает настоящий еж, когда на него нападает нежность?",telegram_chat,natural,1,telegram_chat_corpus,0,
18522,как вы относитесь к девушкам слушающим песни высоцкого?,telegram_chat,natural,1,telegram_chat_corpus,0,
18523,"я к своему бывшему не хочу, потому что у нас не было секса",telegram_chat,natural,1,telegram_chat_corpus,0,
18524,ты голосишь?,telegram_chat,natural,1,telegram_chat_corpus,0,
18525,как можно усмирить соседей сверху?,telegram_chat,natural,1,telegram_chat_corpus,0,
18526,что больше весит жир или мышцы?,telegram_chat,natural,1,telegram_chat_corpus,0,
18527,белая акула.,telegram_chat,natural,1,telegram_chat_corpus,0,
18528,как вы относитесь к политике путина в отношении стран ес?,telegram_chat,natural,1,telegram_chat_corpus,0,
18529,может ли психотерапевт лечить позвоночник?,telegram_chat,natural,1,telegram_chat_corpus,0,
18530,ды. есть такие,telegram_chat,natural,1,telegram_chat_corpus,0,
18531,гаи на месте были,telegram_chat,natural,1,telegram_chat_corpus,0,
18532,основная истинная цель системы образования это создание высоко-цивилизованного общества,telegram_chat,natural,1,telegram_chat_corpus,0,
18533,техника развивается стремительными темпами,telegram_chat,natural,1,telegram_chat_corpus,0,
18534,средством для мытья стекол.,telegram_chat,natural,1,telegram_chat_corpus,0,
18535,если еблище мятое и опухшее значит это характер алкоголика.,telegram_chat,natural,1,telegram_chat_corpus,0,
18536,"с брожением в кишко-желудочном тракте, или с быстрой едой, с заглатыванием воздуха.",telegram_chat,natural,1,telegram_chat_corpus,0,
18537,за спартак болею,telegram_chat,natural,1,telegram_chat_corpus,0,
18538,"бывают люди счастливые и несчастливые, в смысле фатального везения или невезения?",telegram_chat,natural,1,telegram_chat_corpus,0,
18539,меня бесит газманов и его сынок,telegram_chat,natural,1,telegram_chat_corpus,0,
18540,"похорошела однозначно, но она меня не догоняет.",telegram_chat,natural,1,telegram_chat_corpus,0,
18541,"я в ней победил. дожил. теперь получаю бонусы, и горько жалею, что до такого дожил.",telegram_chat,natural,1,telegram_chat_corpus,0,
18542,люблю или влюблена? тоскую или скучаю?,telegram_chat,natural,1,telegram_chat_corpus,0,
18543,мужчинам нравится а уж как именно все зависит от настроения,telegram_chat,natural,1,telegram_chat_corpus,0,
18544,когда в россии была авторитетная власть? была только палочно тюремная во всей истории.,telegram_chat,natural,1,telegram_chat_corpus,0,
18545,зачем мы вообще живем? какая конечная цель?,telegram_chat,natural,1,telegram_chat_corpus,0,
18546,не размешивать. тогда получится бооольшой комок.,telegram_chat,natural,1,telegram_chat_corpus,0,
18547,а вы общаетесь со своми бывшими мужчинами?,telegram_chat,natural,1,telegram_chat_corpus,0,
18548,"не верю, но с луны свалившихся наблюдаю.",telegram_chat,natural,1,telegram_chat_corpus,0,
18549,"вы хотели бы, чтобы вас все любили? а для чего это нужно?",telegram_chat,natural,1,telegram_chat_corpus,0,
18550,не считаю необходимым ответить,telegram_chat,natural,1,telegram_chat_corpus,0,
18551,с ароматом несбывшихся надежд?,telegram_chat,natural,1,telegram_chat_corpus,0,
18552,попробуй из стороны в сторону раскачать.,telegram_chat,natural,1,telegram_chat_corpus,0,
18553,довольный такой и ч,telegram_chat,natural,1,telegram_chat_corpus,0,
18554,"куда вы прячетесь в вирте, если вас застукать могут?",telegram_chat,natural,1,telegram_chat_corpus,0,
18555,я не хочу спать,telegram_chat,natural,1,telegram_chat_corpus,0,
18556,"тут шансов ноль, да",telegram_chat,natural,1,telegram_chat_corpus,0,
18558,водка книги интернет,telegram_chat,natural,1,telegram_chat_corpus,0,
18559,"попытаюсь довезти до ветеринарки. за животных убивала бы на месте, жаль я драться не умею",telegram_chat,natural,1,telegram_chat_corpus,0,
18560,"он не развивался, деградировал в то, что сейчас в россии",telegram_chat,natural,1,telegram_chat_corpus,0,
18561,"ну в основном деньгами, ну можешь и овсянкой попробывать.",telegram_chat,natural,1,telegram_chat_corpus,0,
18562,что делать если я батарейка?,telegram_chat,natural,1,telegram_chat_corpus,0,
18563,это временное. но главное чтобы не стало постоянным.,telegram_chat,natural,1,telegram_chat_corpus,0,
18564,одновременно. еще и балду гоняю,telegram_chat,natural,1,telegram_chat_corpus,0,
18565,существует ли на земле женская верность?,telegram_chat,natural,1,telegram_chat_corpus,0,
18566,"как вы думаете, сложно ли быть человеком? и что такое быть человеком?",telegram_chat,natural,1,telegram_chat_corpus,0,
18567,хочу чтоб ты смеялась,telegram_chat,natural,1,telegram_chat_corpus,0,
18568,а ты часто. краснеешь?,telegram_chat,natural,1,telegram_chat_corpus,0,
18569,а есть фулл?,telegram_chat,natural,1,telegram_chat_corpus,0,
18570,у вас ооочень крутой коллектив,telegram_chat,natural,1,telegram_chat_corpus,0,
18571,я живу в харькове,telegram_chat,natural,1,telegram_chat_corpus,0,
18572,это ты мне говоришь,telegram_chat,natural,1,telegram_chat_corpus,0,
18573,я делала модельки для них,telegram_chat,natural,1,telegram_chat_corpus,0,
18574,"на то оно и совершенство, что счастливо",telegram_chat,natural,1,telegram_chat_corpus,0,
18575,умеете делать подлости? получаете удовольствие от этого?,telegram_chat,natural,1,telegram_chat_corpus,0,
18576,вас питает тьма? или вы предпочитаете вкус света?,telegram_chat,natural,1,telegram_chat_corpus,0,
18577,"зависит от работодателя. хорошему работодателю, нужен умный.",telegram_chat,natural,1,telegram_chat_corpus,0,
18578,"либо переустановить игру, либо сохранение битое. с сохранением уже ничего не поделаешь",telegram_chat,natural,1,telegram_chat_corpus,0,
18579,"посоветуйте много красивый мелодий без слов, чтобы до слез доводили",telegram_chat,natural,1,telegram_chat_corpus,0,
18580,как раскрутить свой талант?,telegram_chat,natural,1,telegram_chat_corpus,0,
18581,стоматология-это разновидность орального садомазо или нет?,telegram_chat,natural,1,telegram_chat_corpus,0,
18582,"а до нового года, вы хотите сказать больше майя не будет?",telegram_chat,natural,1,telegram_chat_corpus,0,
18583,"как же здорово,. просто человеческое общение и взаимопонимание?",telegram_chat,natural,1,telegram_chat_corpus,0,
18584,"нравственное поведение состоит в том, чтобы избегать повода к безнравственному поведению",telegram_chat,natural,1,telegram_chat_corpus,0,
18585,"чувствую, что стою на пороге перемен",telegram_chat,natural,1,telegram_chat_corpus,0,
18586,ты просто стояк не видела у него,telegram_chat,natural,1,telegram_chat_corpus,0,
18587,"практичные, а романтика сама прийдет",telegram_chat,natural,1,telegram_chat_corpus,0,
18588,"человек сам творец своей судьбы, выбор есть всегда.",telegram_chat,natural,1,telegram_chat_corpus,0,
18589,"да, знакомый трек",telegram_chat,natural,1,telegram_chat_corpus,0,
18590,найти общность интересов. тогда будет мир и взаимопонимание.,telegram_chat,natural,1,telegram_chat_corpus,0,
18591,подхожу к двэри и начинаю искать ключ. который забываю обычно дома,telegram_chat,natural,1,telegram_chat_corpus,0,
18593,а у вас есть сексуальные соседи? те с которыми вы бы не против?,telegram_chat,natural,1,telegram_chat_corpus,0,
18594,улучшить сигнал программно невозможно,telegram_chat,natural,1,telegram_chat_corpus,0,
18595,"много-это когда больше, чем нужно",telegram_chat,natural,1,telegram_chat_corpus,0,
18596,как справляться со стрессами на работе?,telegram_chat,natural,1,telegram_chat_corpus,0,
18597,фотка есть?,telegram_chat,natural,1,telegram_chat_corpus,0,
18598,правда что у геев недержание газов?,telegram_chat,natural,1,telegram_chat_corpus,0,
18599,"могли бы, ведь это мошенничество",telegram_chat,natural,1,telegram_chat_corpus,0,
18600,бороться с депрессией.,telegram_chat,natural,1,telegram_chat_corpus,0,
18601,"фиг узнашь, у них по несколько ников модерирют с одого",telegram_chat,natural,1,telegram_chat_corpus,0,
18602,разве корень зла в женщине? как его устранить?,telegram_chat,natural,1,telegram_chat_corpus,0,
18603,а. что вы думаете о себе?,telegram_chat,natural,1,telegram_chat_corpus,0,
18604,какое у тебя звание,telegram_chat,natural,1,telegram_chat_corpus,0,
18605,"может, если философия приобретет статус науки, а не лженауки",telegram_chat,natural,1,telegram_chat_corpus,0,
18606,как родиться заново?,telegram_chat,natural,1,telegram_chat_corpus,0,
18607,"как вы думаете, с вами приятно засыпать?",telegram_chat,natural,1,telegram_chat_corpus,0,
18608,"стареющий и стагнирующий электорат будет тянуть страну вниз в прошлое, в свой бесхитростный миф?",telegram_chat,natural,1,telegram_chat_corpus,0,
18609,"как начать делать то, что раньше никогда не делал?",telegram_chat,natural,1,telegram_chat_corpus,0,
18610,как попасть на сайт винстона? кому нибудь это удалось?,telegram_chat,natural,1,telegram_chat_corpus,0,
18611,"ну вот о чем с тобой можно поговорить тетя, кроме секса?",telegram_chat,natural,1,telegram_chat_corpus,0,
18612,об искусстве. а что именно тебя интересует,telegram_chat,natural,1,telegram_chat_corpus,0,
18613,не читала,telegram_chat,natural,1,telegram_chat_corpus,0,
18614,а почему будущее старается держаться от нас подальше а?,telegram_chat,natural,1,telegram_chat_corpus,0,
18615,"проблемы сиюминутны, решаемы гораздо проще, а проблемность почти диагноз, тут порешать сложнее",telegram_chat,natural,1,telegram_chat_corpus,0,
18616,"я -то с ним разговариваю, он со мной не хочет.",telegram_chat,natural,1,telegram_chat_corpus,0,
18617,как показать кому то что вам все равно,telegram_chat,natural,1,telegram_chat_corpus,0,
18618,что может вызвать у тебя бессоницу?,telegram_chat,natural,1,telegram_chat_corpus,0,
18619,а все ли мужчины хотят. секса?,telegram_chat,natural,1,telegram_chat_corpus,0,
18620,хм. что значит для вас быть щедрым человеком?,telegram_chat,natural,1,telegram_chat_corpus,0,
18621,"ни когда не откладывай на завтра то, что можно сделать послезавтра",telegram_chat,natural,1,telegram_chat_corpus,0,
18622,можно. но грузиться оттуда они будут долго,telegram_chat,natural,1,telegram_chat_corpus,0,
18623,"и как тебе. устаешь,",telegram_chat,natural,1,telegram_chat_corpus,0,
18624,возможно что его и нет так как жизнь неизменна а сам чел меняется относительно нее,telegram_chat,natural,1,telegram_chat_corpus,0,
18625,какие необычные слова вы употребляете в свей речи?,telegram_chat,natural,1,telegram_chat_corpus,0,
18626,луч света должен совпадать с осью человека предмета и направлен к земле полу,telegram_chat,natural,1,telegram_chat_corpus,0,
18627,на нем можно все. просто на этом компьютере повышенные возможности для современных игр.,telegram_chat,natural,1,telegram_chat_corpus,0,
18628,"я думаю, что самое модное-это быть не модным",telegram_chat,natural,1,telegram_chat_corpus,0,
18629,со временем становится серой.,telegram_chat,natural,1,telegram_chat_corpus,0,
18630,"да не, но я надеялся на лучшее",telegram_chat,natural,1,telegram_chat_corpus,0,
18631,вы как-то расчитываете силы в своей жизни?,telegram_chat,natural,1,telegram_chat_corpus,0,
18632,как эффективней всего избавится от еды? так что б навсегда?,telegram_chat,natural,1,telegram_chat_corpus,0,
18633,"при каком пробеге по регламенту завода изготовителя, надо менять двигатель? и кузов",telegram_chat,natural,1,telegram_chat_corpus,0,
18634,как стать крутой?,telegram_chat,natural,1,telegram_chat_corpus,0,
18635,здорово дядьки,telegram_chat,natural,1,telegram_chat_corpus,0,
18636,"ну, что ж если культурно прочитать лекцию. главное прочитать душевно.",telegram_chat,natural,1,telegram_chat_corpus,0,
18637,можешь намазать член взбитыми сливками и соси с удовольствием,telegram_chat,natural,1,telegram_chat_corpus,0,
18638,а вам какие идеи нравятся?,telegram_chat,natural,1,telegram_chat_corpus,0,
18639,"ну если когда нибудь случится такой кризис, то выгодно работать будет в ритуальных услугах",telegram_chat,natural,1,telegram_chat_corpus,0,
18640,то есть для тебя главное бабки?,telegram_chat,natural,1,telegram_chat_corpus,0,
18641,а зачем оглядываться то? живу по ним и все и другим советую,telegram_chat,natural,1,telegram_chat_corpus,0,
18642,ничего себе,telegram_chat,natural,1,telegram_chat_corpus,0,
18643,а вы всегда сдерживаете свои обещания?,telegram_chat,natural,1,telegram_chat_corpus,0,
18644,почему некоторым девушкам нравится когда их парень избивает,telegram_chat,natural,1,telegram_chat_corpus,0,
18645,"в других странах ипотека, это ипотека а в россии точно обман.",telegram_chat,natural,1,telegram_chat_corpus,0,
18646,я удалаю за упорное молчание. меня пока не удаляли.,telegram_chat,natural,1,telegram_chat_corpus,0,
18647,так не зли,telegram_chat,natural,1,telegram_chat_corpus,0,
18648,почему ты так думал,telegram_chat,natural,1,telegram_chat_corpus,0,
18649,"а че ты свою убрала, кстать?",telegram_chat,natural,1,telegram_chat_corpus,0,
18650,"у нас дрова раздают, пошли получать",telegram_chat,natural,1,telegram_chat_corpus,0,
18651,"везение очень редко, в основном люди много и упорно работают",telegram_chat,natural,1,telegram_chat_corpus,0,
18652,что значит тонус в норме?,telegram_chat,natural,1,telegram_chat_corpus,0,
18653,"я спать, целуй",telegram_chat,natural,1,telegram_chat_corpus,0,
18654,что такое автоиндустрия?,telegram_chat,natural,1,telegram_chat_corpus,0,
18655,"почему люди заводят собак, а не собаки заводят людей?",telegram_chat,natural,1,telegram_chat_corpus,0,
18656,богиня любви и смертинейросеть видит,telegram_chat,natural,1,telegram_chat_corpus,0,
18657,да и писать и получать,telegram_chat,natural,1,telegram_chat_corpus,0,
18658,"я в шоке какие все алчные, но сама такая же выбираю деньги",telegram_chat,natural,1,telegram_chat_corpus,0,
18659,ваша вторая половинка жадный или щедрый человек?,telegram_chat,natural,1,telegram_chat_corpus,0,
18660,меня нет просто,telegram_chat,natural,1,telegram_chat_corpus,0,
18661,почему природа не повторяется?,telegram_chat,natural,1,telegram_chat_corpus,0,
18662,очень вкусно. но готовить его долго,telegram_chat,natural,1,telegram_chat_corpus,0,
18663,"кот чихает, высовывает язык и подолгу его держит, это нормально или что-то надо предпринять?",telegram_chat,natural,1,telegram_chat_corpus,0,
18665,а для чево еще оголяются та. не в баню же ходить,telegram_chat,natural,1,telegram_chat_corpus,0,
18666,не жмет?,telegram_chat,natural,1,telegram_chat_corpus,0,
18667,ничего это конечная остановка в нашей логической цепочке,telegram_chat,natural,1,telegram_chat_corpus,0,
18668,как вы оцените выступление наших клубов в этом раунде кубка уефа?,telegram_chat,natural,1,telegram_chat_corpus,0,
18669,у них вкусно,telegram_chat,natural,1,telegram_chat_corpus,0,
18670,"помогать и поддерживать, но в меру",telegram_chat,natural,1,telegram_chat_corpus,0,
18671,а у тя какого? моя красивая и упругая. а цвет увидишь сам,telegram_chat,natural,1,telegram_chat_corpus,0,
18672,у одной меня скайп не работает?,telegram_chat,natural,1,telegram_chat_corpus,0,
18673,есть животная. у человека вдобавок к животной есть еще и божественная.,telegram_chat,natural,1,telegram_chat_corpus,0,
18674,было бы весело мне тогда,telegram_chat,natural,1,telegram_chat_corpus,0,
18675,еба ты где пропадал бро,telegram_chat,natural,1,telegram_chat_corpus,0,
18676,почему надо заставлять выбирать бери баланс чтоб и внешне был хорош и внутрений мир интересн,telegram_chat,natural,1,telegram_chat_corpus,0,
18677,"банк учреждение, покупающее и продающее денежные средства",telegram_chat,natural,1,telegram_chat_corpus,0,
18678,"это не платье, но не суть",telegram_chat,natural,1,telegram_chat_corpus,0,
18679,я картошку у бабушки копаю,telegram_chat,natural,1,telegram_chat_corpus,0,
18680,потому что те. доказывают что мужчинки далеко не самые крутые. умелые. сильные.,telegram_chat,natural,1,telegram_chat_corpus,0,
18681,ты умеешь контролировать свои эмоции?,telegram_chat,natural,1,telegram_chat_corpus,0,
18682,испытываете ли неприязнь к этническим группам? если да то к каким?,telegram_chat,natural,1,telegram_chat_corpus,0,
18683,а из раздолбая получится идеальный муж?,telegram_chat,natural,1,telegram_chat_corpus,0,
18684,"когда дураки закончатся начнутся дороги, а пока лишь направление",telegram_chat,natural,1,telegram_chat_corpus,0,
18685,а чтобы войти в ваше личное пространство виза нужна или возможен безвизовый режим?,telegram_chat,natural,1,telegram_chat_corpus,0,
18686,можно ли сделать поддельную карту прививок в другом городе?,telegram_chat,natural,1,telegram_chat_corpus,0,
18687,"приснилось, что слушаю очень приятную мне музыку. к чему бы это?",telegram_chat,natural,1,telegram_chat_corpus,0,
18688,неужели все так плохо в мире вашем?,telegram_chat,natural,1,telegram_chat_corpus,0,
18689,ты хочешь быть в отношениях или тебе и одному одной хорошо?,telegram_chat,natural,1,telegram_chat_corpus,0,
18690,"если план правильный, то буду реализовывать в жизнь.",telegram_chat,natural,1,telegram_chat_corpus,0,
18691,какой напиток лучше пить при зное?,telegram_chat,natural,1,telegram_chat_corpus,0,
18692,всем привет. вы еще помните. как находится. площадь треугольника?,telegram_chat,natural,1,telegram_chat_corpus,0,
18693,"упитанные-воспитанные в украине, в россии жирные-противные, большинство худые-никакие",telegram_chat,natural,1,telegram_chat_corpus,0,
18694,у вас сонное состояние?,telegram_chat,natural,1,telegram_chat_corpus,0,
18695,"как говорят, привившиеся могут заболеть, но уже без осложнений и не так сильно",telegram_chat,natural,1,telegram_chat_corpus,0,
18696,а все же панк рок не умер,telegram_chat,natural,1,telegram_chat_corpus,0,
18697,собеседование перенеслось на завтра,telegram_chat,natural,1,telegram_chat_corpus,0,
18698,вы свои хотения всегда воплощаете в жизнь?,telegram_chat,natural,1,telegram_chat_corpus,0,
18699,"у кого была язва пищевода. какие ощущали симптомы? начальные признаки? без фгдс признаки, именно симптомы",telegram_chat,natural,1,telegram_chat_corpus,0,
18700,либерализм это духовная болезнь в старину называвшиеся хамство?,telegram_chat,natural,1,telegram_chat_corpus,0,
18701,это неумение планировать время.,telegram_chat,natural,1,telegram_chat_corpus,0,
18702,это правда.,telegram_chat,natural,1,telegram_chat_corpus,0,
18703,лучше мрт еще не изобрели,telegram_chat,natural,1,telegram_chat_corpus,0,
18704,"зачем тащить, я сам пойду, добровольно и даже с удовольствием",telegram_chat,natural,1,telegram_chat_corpus,0,
18705,"интересную тему предложил, все оживились",telegram_chat,natural,1,telegram_chat_corpus,0,
18706,"если мне можно все, то с чего начать?",telegram_chat,natural,1,telegram_chat_corpus,0,
18707,в поезде вы предпочетаете верхнюю или нижнюю полку?,telegram_chat,natural,1,telegram_chat_corpus,0,
18708,блин так и знала,telegram_chat,natural,1,telegram_chat_corpus,0,
18709,"п проектировниер работа подготовительная, основная и т. д",telegram_chat,natural,1,telegram_chat_corpus,0,
18710,избавьтесь от ненужных вещей.,telegram_chat,natural,1,telegram_chat_corpus,0,
18711,"я жив, значит все ок",telegram_chat,natural,1,telegram_chat_corpus,0,
18712,почему атеистов так тянет в религию?,telegram_chat,natural,1,telegram_chat_corpus,0,
18713,фи нашла че сравнивать я тут по мужественности всех везде перебью,telegram_chat,natural,1,telegram_chat_corpus,0,
18714,но почему не ответят ?,telegram_chat,natural,1,telegram_chat_corpus,0,
18715,"рубль укрепился к доллару на два рубля, это хорошо?",telegram_chat,natural,1,telegram_chat_corpus,0,
18716,время часто лечит от горя и обид расстояние отдаляет и хороших и плохих людей,telegram_chat,natural,1,telegram_chat_corpus,0,
18717,хотите ли вы поменять свою работу? и скоко вы хотите получать?,telegram_chat,natural,1,telegram_chat_corpus,0,
18718,"как подавить половое влечение, есть же таблетки наверно такие?",telegram_chat,natural,1,telegram_chat_corpus,0,
18719,"я не исламист, но они готовы умереть за веру",telegram_chat,natural,1,telegram_chat_corpus,0,
18720,"ольга павлова, пока работа в ближайшее время. а потом, новая любовь.",telegram_chat,natural,1,telegram_chat_corpus,0,
18721,можно ли брать еду в поезд при пересечении украинской границы? какие ограничения знаете,telegram_chat,natural,1,telegram_chat_corpus,0,
18722,типа мини яички,telegram_chat,natural,1,telegram_chat_corpus,0,
18723,"а что поделать если водки много, а я одна?",telegram_chat,natural,1,telegram_chat_corpus,0,
18724,какие у вас семейные ценности?,telegram_chat,natural,1,telegram_chat_corpus,0,
18725,очень интеллектуальные,telegram_chat,natural,1,telegram_chat_corpus,0,
18726,тень и кость,telegram_chat,natural,1,telegram_chat_corpus,0,
